Austria,47.2000338,13.199959
Belgium,50.6407351,4.66696
Croatia,45.5643442,17.0118954
Czech Republic,49.8167003,15.4749544
Finland,63.2467777,25.9209164
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Hungary,47.1817585,19.5060937
Italy,42.6384261,12.674297
Netherlands,52.2379891,5.53460738162
Poland,52.0977181,19.0258159
Romania,45.9852129,24.6859225
Spain,40.0028028,-4.0031039
Sweden,59.6749712,14.5208584
Turkey,38.9597594,34.9249653
Ukraine,49.4871968,31.2718321
United Kingdom,54.7023545,-3.2765752
