Austria,47.2000338,13.199959
Azerbaijan,40.3936294,47.7872508
Belgium,50.6407351,4.66696
Bulgaria,42.6073975,25.4856617
Croatia,45.5643442,17.0118954
Czech Republic,49.8167003,15.4749544
Denmark,55.670249,10.3333283
France,46.603354,1.8883335
Germany,51.0834196,10.4234469
Hungary,47.1817585,19.5060937
Italy,42.6384261,12.674297
Kirgizia,41.5089324,74.724091
Moldova,47.286747,28.5110236
Netherlands,52.2379891,5.53460738162
Poland,52.0977181,19.0258159
Romania,45.9852129,24.6859225
Adygey AO (Adigei),44.6939006,40.1520421
Chechno-Ingush ASSR,43.3976147,45.6985005
Moscow Oblast,55.5043158,38.0353929
Sakhalin Oblast,49.7219665,143.448533
Serbia,44.1534121,20.55144
Slovakia,48.7411522,19.4528646
Spain,40.0028028,-4.0031039
Sweden,59.6749712,14.5208584
Switzerland,46.7985624,8.2319736
Tselinograd Obl.,51.15092055,71.4388595155
Turkey,38.9597594,34.9249653
Ukraine,49.4871968,31.2718321
England,52.7954791,-0.540240236617
